Uniprot_A	Uniprot_B	Gene_A	Gene_B	pmid:method:quality:type	taxid	high_quality
O60130	O94441	SPBC16G5.16	ypp1	26771498:0018:HT:binary	4896	True
O60130	O94452	SPBC16G5.16	mcp1	26771498:0018:HT:binary	4896	True
O60130	O94602	SPBC16G5.16	SPCC622.15c	26771498:0018:HT:binary	4896	True
O60130	O94640	SPBC16G5.16	sir2	26771498:0018:HT:binary	4896	True
O60130	O94679	SPBC16G5.16	cnd1	26771498:0018:HT:binary	4896	True
O60130	P08092	SPBC16G5.16	ran1	26771498:0018:HT:binary	4896	True
O60130	P40995	SPBC16G5.16	scd1	26771498:0018:HT:binary	4896	True
O60130	P49373	SPBC16G5.16	tfs1	26771498:0018:HT:binary	4896	True
O60130	P54789	SPBC16G5.16	orc1	26771498:0018:HT:binary	4896	True
O60130	P79007	SPBC16G5.16	hap5	26771498:0018:HT:binary	4896	True
O60130	P87027	SPBC16G5.16	spg1	26771498:0018:HT:binary	4896	True
O60130	P87127	SPBC16G5.16	atp11	26771498:0018:HT:binary	4896	True
O60130	P87232	SPBC16G5.16	mrpl4	26771498:0018:HT:binary	4896	True
O60130	P87312	SPBC16G5.16	cwf4	26771498:0018:HT:binary	4896	True
O60130	Q09181	SPBC16G5.16	ste13	26771498:0018:HT:binary	4896	True
O60130	Q09763	SPBC16G5.16	gef1	26771498:0018:HT:binary	4896	True
O60130	Q09870	SPBC16G5.16	SPAC12G12.06c	26771498:0018:HT:binary	4896	True
O60130	Q09882	SPBC16G5.16	prp45	26771498:0018:HT:binary	4896	True
O60130	Q09911	SPBC16G5.16	SPAC30D11.14c	26771498:0018:HT:binary	4896	True
O60130	Q10160	SPBC16G5.16	rmi1	26771498:0018:HT:binary	4896	True
O60130	Q10237	SPBC16G5.16	SPAC4G9.04c	26771498:0018:HT:binary	4896	True
O60130	Q10340	SPBC16G5.16	SPBC106.19	26771498:0018:HT:binary	4896	True
O60130	Q10435	SPBC16G5.16	SPAC12B10.01c	26771498:0018:HT:binary	4896	True
O60130	Q10440	SPBC16G5.16	emi5	26771498:0018:HT:binary	4896	True
O60130	Q10451	SPBC16G5.16	ppr5	26771498:0018:HT:binary	4896	True
O60130	Q92349	SPBC16G5.16	mug79	26771498:0018:HT:binary	4896	True
O60130	Q92361	SPBC16G5.16	SPAC6G9.16c	26771498:0018:HT:binary	4896	True
O60130	Q9HFE5	SPBC16G5.16	apm1	26771498:0018:HT:binary	4896	True
O60130	Q9HFF5	SPBC16G5.16	pds5	26771498:0018:HT:binary	4896	True
O60130	Q9P3T8	SPBC16G5.16	cin2	26771498:0018:HT:binary	4896	True
O60130	Q9P6R7	SPBC16G5.16	SPBC13E7.03c	26771498:0018:HT:binary	4896	True
O60130	Q9P6R8	SPBC16G5.16	cwf24	26771498:0018:HT:binary	4896	True
O60130	Q9P7D9	SPBC16G5.16	rsv1	26771498:0018:HT:binary	4896	True
O60130	Q9P7R5	SPBC16G5.16	gfh1	26771498:0018:HT:binary	4896	True
O60130	Q9P805	SPBC16G5.16	dcp1	26771498:0018:HT:binary	4896	True
O60130	Q9USP9	SPBC16G5.16	SPBC902.04	26771498:0018:HT:binary	4896	True
O60130	Q9USQ8	SPBC16G5.16	SPBC577.11	26771498:0018:HT:binary	4896	True
O60130	Q9USW9	SPBC16G5.16	sgf29	26771498:0018:HT:binary	4896	True
O60130	Q9UT76	SPBC16G5.16	tif222	26771498:0018:HT:binary	4896	True
O60130	Q9UTB4	SPBC16G5.16	mss51	26771498:0018:HT:binary	4896	True
O60130	Q9UTC6	SPBC16G5.16	isu1	26771498:0018:HT:binary	4896	True
O60130	Q9UUE5	SPBC16G5.16	nup85	26771498:0018:HT:binary	4896	True
O60130	Q9Y7J9	SPBC16G5.16	mcp5	26771498:0018:HT:binary	4896	True
O60131	O60131	SPBC16G5.17	SPBC16G5.17	26771498:0018:HT:binary	4896	True
O60131	O94332	SPBC16G5.17	rrn11	26771498:0018:HT:binary	4896	True
O60131	P24488	SPBC16G5.17	hap2	26771498:0018:HT:binary	4896	True
O60131	P40232	SPBC16G5.17	ckb1	26771498:0018:HT:binary	4896	True
O60131	P49373	SPBC16G5.17	tfs1	26771498:0018:HT:binary	4896	True
O60131	P79007	SPBC16G5.17	hap5	26771498:0018:HT:binary	4896	True
O60131	P87127	SPBC16G5.17	atp11	26771498:0018:HT:binary	4896	True
O60131	Q9P3T6	SPBC16G5.17	rps502	26771498:0018:HT:binary	4896	True
O60131	Q9P7G0	SPBC16G5.17	SPAC1142.04	26771498:0018:HT:binary	4896	True
O60132	P40373	tea4	his1	26771498:0018:HT:binary	4896	True
O60132	P87061	tea4	tea1	15809031:0004:LC:co-complex|15809031:0007:LC:binary|15809031:0018:LC:binary|15809031:0019:LC:binary|15809031:0096:LC:binary|15809031:0399:LC:binary|15936270:0004:LC:co-complex|15936270:0019:LC:binary|15936270:0399:LC:binary|21652630:0004:LC:co-complex|23615447:0018:LC:binary|23673619:0018:LC:binary|23695164:0018:HT:binary|23695164:0397:HT:binary|24554432:0004:LC:co-complex|26771498:0018:HT:binary	4896	True
O60141	O74424	saf4	nup211	26771498:0018:HT:binary	4896	True
O60141	O74846	saf4	sec6	26771498:0018:HT:binary	4896	True
O60141	Q10186	saf4	SPAC3F10.12c	26771498:0018:HT:binary	4896	True
O60149	P87117	vps38	atg6	26771498:0018:HT:binary	4896	True
O60149	Q09695	vps38	SPAC2F7.02c	26771498:0018:HT:binary	4896	True
O60150	P40902	SPBC18H10.20c	isp7	26771498:0018:HT:binary	4896	True
O60150	P87323	SPBC18H10.20c	mcs4	26771498:0018:HT:binary	4896	True
O60150	Q92462	SPBC18H10.20c	pub1	23813957:0004:LC:co-complex|24876389:0004:LC:co-complex|26771498:0018:HT:binary	4896	True
O60150	Q9P7I3	SPBC18H10.20c	mdv1	26771498:0018:HT:binary	4896	True
O60150	Q9UT46	SPBC18H10.20c	moc3	26771498:0018:HT:binary	4896	True
O60156	Q7LKV3	sen34	sen15	26771498:0018:HT:binary	4896	True
O60158	Q10109	bqt4	lem2	29292846:0004:LC:co-complex|33109728:0090:HT:binary	4896	True
O60161	O94573	utp4	SPBC1773.16c	26771498:0018:HT:binary	4896	True
O60177	Q9P7I3	SPBC23E6.02	mdv1	26771498:0018:HT:binary	4896	True
O60178	Q10066	nta1	aru1	26771498:0018:HT:binary	4896	True
O60185	O60185	mri1	mri1	23695164:0018:HT:binary|23695164:0397:HT:binary|26771498:0018:HT:binary	4896	True
O60188	O60188	utp6	utp6	26771498:0018:HT:binary	4896	True
O60198	O60198	sam1	sam1	23695164:0018:HT:binary|23695164:0397:HT:binary|26771498:0018:HT:binary	4896	True
O60198	Q09669	sam1	adh4	26771498:0018:HT:binary	4896	True
O60198	Q09687	sam1	SPAC13C5.05c	26771498:0018:HT:binary	4896	True
O60198	Q9UT21	sam1	SPAC9.07c	26771498:0018:HT:binary	4896	True
O60198	Q9Y7K1	sam1	SPBC216.04c	26771498:0018:HT:binary	4896	True
O74173	O74830	tef5	SPCC1183.02	26771498:0018:HT:binary	4896	True
O74175	P78920	rpl13	SPBC2D10.11c	26771498:0018:HT:binary	4896	True
O74184	Q9UT46	pop3	moc3	23695164:0018:HT:binary|23695164:0397:HT:binary|26771498:0018:HT:binary	4896	True
O74184	Q9Y7P9	pop3	SPCC191.05c	26771498:0018:HT:binary	4896	True
O74313	O74313	SPBC15D4.08c	SPBC15D4.08c	26771498:0018:HT:binary	4896	True
O74313	O74960	SPBC15D4.08c	pil1	26771498:0018:HT:binary	4896	True
O74313	O94374	SPBC15D4.08c	imp1	26771498:0018:HT:binary	4896	True
O74313	P48383	SPBC15D4.08c	sak1	26771498:0018:HT:binary	4896	True
O74313	P49373	SPBC15D4.08c	tfs1	26771498:0018:HT:binary	4896	True
O74313	Q10322	SPBC15D4.08c	dma1	26771498:0018:HT:binary	4896	True
O74313	Q9P7G6	SPBC15D4.08c	SPAP14E8.02	26771498:0018:HT:binary	4896	True
O74317	Q9P3U1	mug98	SPAC328.05	26771498:0018:HT:binary	4896	True
O74323	O74323	sec11	sec11	26771498:0018:HT:binary	4896	True
O74324	O74324	SPBC1685.04	SPBC1685.04	26771498:0018:HT:binary	4896	True
O74324	O74909	SPBC1685.04	meu23	26771498:0018:HT:binary	4896	True
O74324	O94687	SPBC1685.04	tas3	26771498:0018:HT:binary	4896	True
O74324	O94751	SPBC1685.04	bub1	26771498:0018:HT:binary|26771498:0090:HT:binary	4896	True
O74324	P79007	SPBC1685.04	hap5	26771498:0018:HT:binary	4896	True
O74324	P87117	SPBC1685.04	atg6	26771498:0018:HT:binary	4896	True
O74324	P87323	SPBC1685.04	mcs4	26771498:0018:HT:binary	4896	True
O74324	Q10186	SPBC1685.04	SPAC3F10.12c	26771498:0018:HT:binary	4896	True
O74324	Q9P7G0	SPBC1685.04	SPAC1142.04	26771498:0018:HT:binary	4896	True
O74324	Q9P7I3	SPBC1685.04	mdv1	26771498:0018:HT:binary	4896	True
O74324	Q9USP9	SPBC1685.04	SPBC902.04	26771498:0018:HT:binary	4896	True
O74324	Q9UT46	SPBC1685.04	moc3	26771498:0018:HT:binary	4896	True
O74325	O74325	SPBC1685.05	SPBC1685.05	26771498:0018:HT:binary	4896	True
O74325	O94693	SPBC1685.05	SPBC83.09c	26771498:0018:HT:binary	4896	True
O74325	Q9Y7J6	SPBC1685.05	ppk21	26771498:0018:HT:binary	4896	True
O74349	O74909	rkr1	meu23	26771498:0018:HT:binary	4896	True
O74349	Q09825	rkr1	sad1	26771498:0018:HT:binary	4896	True
O74349	Q9P7I3	rkr1	mdv1	26771498:0018:HT:binary	4896	True
O74350	P41878	bdc1	rpn11	26771498:0018:HT:binary	4896	True
O74350	Q09672	bdc1	SPAC5H10.09c	26771498:0018:HT:binary	4896	True
O74350	Q09673	bdc1	pan6	26771498:0018:HT:binary	4896	True
O74350	Q9P7I3	bdc1	mdv1	26771498:0018:HT:binary	4896	True
O74350	Q9Y7N3	bdc1	grx3	26771498:0018:HT:binary	4896	True
O74360	O74360	rga4	rga4	26771498:0018:HT:binary	4896	True
O74365	O74635	sol1	rpb9	26771498:0018:HT:binary	4896	True
O74365	O74738	sol1	set10	26771498:0018:HT:binary	4896	True
O74365	O94640	sol1	sir2	26771498:0018:HT:binary	4896	True
O74365	P49777	sol1	abp1	26771498:0018:HT:binary	4896	True
O74365	Q9USW9	sol1	sgf29	26771498:0018:HT:binary	4896	True
O74372	O74424	duo1	nup211	23695164:0018:HT:binary|23695164:0397:HT:binary|26771498:0018:HT:binary	4896	True
O74372	P36601	duo1	rhp51	23695164:0018:HT:binary|23695164:0397:HT:binary|26771498:0018:HT:binary	4896	True
O74372	P78920	duo1	SPBC2D10.11c	23695164:0018:HT:binary|23695164:0397:HT:binary|26771498:0018:HT:binary	4896	True
O74372	Q9HDZ6	duo1	dam1	16079914:0004:LC:co-complex|23695164:0018:HT:binary|23695164:0397:HT:binary|26771498:0018:HT:binary	4896	True
O74372	Q9HGP0	duo1	pvg4	23695164:0018:HT:binary|23695164:0397:HT:binary|26771498:0018:HT:binary	4896	True
O74375	P53694	tvp18	rtn1	26771498:0018:HT:binary	4896	True
O74378	Q9UT46	kgd1	moc3	26771498:0018:HT:binary	4896	True
O74382	P87061	SPBC3H7.07c	tea1	26771498:0018:HT:binary	4896	True
O74385	O94495	elp6	iki1	26771498:0018:HT:binary	4896	True
O74399	Q9URY0	erb1	ytm1	26771498:0018:HT:binary	4896	True
O74417	O74424	SPCC14G10.04	nup211	26771498:0018:HT:binary	4896	True
O74417	O74743	SPCC14G10.04	tif452	26771498:0018:HT:binary	4896	True
O74417	P78954	SPCC14G10.04	tif451	26771498:0018:HT:binary|26771498:0090:HT:binary	4896	True
O74424	O74424	nup211	nup211	26771498:0018:HT:binary	4896	True
O74424	O94687	nup211	tas3	26771498:0018:HT:binary	4896	True
O74424	Q09682	nup211	SPAC13C5.01c	26771498:0018:HT:binary	4896	True
O74424	Q09762	nup211	SPAC24H6.08	26771498:0018:HT:binary	4896	True
O74424	Q09882	nup211	prp45	26771498:0018:HT:binary	4896	True
O74424	Q9USP9	nup211	SPBC902.04	24713849:0004:HT:co-complex|26771498:0018:HT:binary	4896	True
O74424	Q9UTC6	nup211	isu1	23695164:0018:HT:binary|23695164:0397:HT:binary|26771498:0018:HT:binary	4896	True
O74424	Q9UUK2	nup211	gcn5	26771498:0018:HT:binary	4896	True
O74431	Q10109	SPCC1672.11c	lem2	33109728:0090:HT:binary	4896	True
O74432	Q9HGL0	get4	SPBC800.12c	26771498:0018:HT:binary	4896	True
O74432	Q9P7F8	get4	get3	26771498:0018:HT:binary	4896	True
O74438	O74846	mcp2	sec6	26771498:0018:HT:binary	4896	True
O74438	P41888	mcp2	tnr3	26771498:0018:HT:binary	4896	True
O74443	P78920	laf2	SPBC2D10.11c	26771498:0018:HT:binary	4896	True
O74443	Q9P7Q4	laf2	sec18	26771498:0018:HT:binary	4896	True
O74446	O74446	sif2	sif2	26771498:0018:HT:binary	4896	True
O74446	Q09825	sif2	sad1	14655046:0018:LC:binary|26771498:0018:HT:binary	4896	True
O74447	Q9Y7J9	SPCC16C4.02c	mcp5	26771498:0018:HT:binary	4896	True
O74456	O74909	pef1	meu23	26771498:0018:HT:binary	4896	True
O74456	P41412	pef1	res2	26771498:0018:HT:binary	4896	True
O74456	Q10186	pef1	SPAC3F10.12c	26771498:0018:HT:binary	4896	True
O74456	Q9P7I3	pef1	mdv1	26771498:0018:HT:binary	4896	True
O74458	O94687	sfc4	tas3	26771498:0018:HT:binary	4896	True
O74458	Q09704	sfc4	rrp4	26771498:0018:HT:binary	4896	True
O74461	O74960	mug123	pil1	26771498:0018:HT:binary	4896	True
O74461	O94255	mug123	SPBP8B7.05c	26771498:0018:HT:binary	4896	True
O74461	P36601	mug123	rhp51	26771498:0018:HT:binary	4896	True
O74461	P41888	mug123	tnr3	26771498:0018:HT:binary	4896	True
O74461	Q10186	mug123	SPAC3F10.12c	26771498:0018:HT:binary	4896	True
O74465	O74518	hrr1	cid12	15607976:0004:LC:co-complex|22474355:0018:LC:binary|22733737:0018:LC:binary|26771498:0018:HT:binary	4896	True
O74468	Q9P7Q4	SPCC1739.06c	sec18	26771498:0018:HT:binary	4896	True
O74473	O74473	cdc11	cdc11	15132994:0018:LC:binary|23695164:0018:HT:binary|23695164:0397:HT:binary|26771498:0018:HT:binary	4896	True
O74473	O94441	cdc11	ypp1	26771498:0018:HT:binary	4896	True
O74473	P10815	cdc11	cdc13	15062098:0004:LC:co-complex|15062098:0018:LC:binary|15062098:0096:LC:binary|23695164:0397:HT:binary|26771498:0018:HT:binary	4896	True
O74473	P87027	cdc11	spg1	15062098:0018:LC:binary|15062098:0096:LC:binary|26771498:0018:HT:binary	4896	True
O74473	P87312	cdc11	cwf4	23695164:0018:HT:binary|23695164:0397:HT:binary|26771498:0018:HT:binary	4896	True
O74483	Q9Y7M4	lsm8	lsm3	26771498:0018:HT:binary	4896	True
O74486	O74486	wtf19	wtf19	26771498:0018:HT:binary	4896	True
O74489	O74489	zta1	zta1	26771498:0018:HT:binary	4896	True
O74489	Q8WZK3	zta1	ibp1	26771498:0018:HT:binary	4896	True
O74496	O74496	ret2	ret2	26771498:0018:HT:binary	4896	True
O74499	O74499	lsm7	lsm7	26771498:0018:HT:binary	4896	True
O74499	Q9HGL1	lsm7	SPBC800.11	26771498:0018:HT:binary	4896	True
O74510	Q10109	bqt3	lem2	33109728:0090:HT:binary	4896	True
O74511	P36614	ekc1	ppe1	12773390:0004:LC:co-complex|12773390:0007:LC:binary|19371376:0004:LC:co-complex|26771498:0018:HT:binary	4896	True
O74517	Q09685	saf1	dre4	21386897:0004:LC:co-complex|21386897:0007:LC:binary|21386897:0018:LC:binary|21386897:0676:LC:co-complex|26771498:0018:HT:binary	4896	True
O74518	P52890	cid12	atf1	26771498:0018:HT:binary	4896	True
O74519	O74985	SPCC663.13c	nat1	26771498:0018:HT:binary	4896	True
O74534	Q9HE16	sly1	SPAC1399.05c	26771498:0018:HT:binary	4896	True
O74536	O74536	ssp2	ssp2	26771498:0018:HT:binary	4896	True
O74539	O94321	mak3	mpr1	17559414:0018:LC:binary|23695164:0018:HT:binary|23695164:0397:HT:binary|26771498:0018:HT:binary	4896	True
O74544	O74824	gtr2	gtr1	22344254:0004:LC:co-complex|26771498:0018:HT:binary|29199950:0004:LC:co-complex	4896	True
O74545	O74545	SPCC777.06c	SPCC777.06c	26771498:0018:HT:binary	4896	True
O74547	O74846	bit61	sec6	26771498:0018:HT:binary	4896	True
O74547	O74909	bit61	meu23	26771498:0018:HT:binary	4896	True
O74547	Q9P7I3	bit61	mdv1	26771498:0018:HT:binary	4896	True
O74551	O74551	SPCC777.12c	SPCC777.12c	26771498:0018:HT:binary	4896	True
O74553	O94293	dus4	SPBC887.08	26771498:0018:HT:binary	4896	True
O74556	Q9P7F8	SPCC970.02	get3	26771498:0018:HT:binary	4896	True
O74559	P53694	SPCC970.06	rtn1	26771498:0018:HT:binary	4896	True
O74559	Q10109	SPCC970.06	lem2	33109728:0090:HT:binary	4896	True
O74635	O74958	rpb9	mmi1	26771498:0018:HT:binary	4896	True
O74635	P08092	rpb9	ran1	26771498:0018:HT:binary	4896	True
O74635	P79007	rpb9	hap5	26771498:0018:HT:binary	4896	True
O74635	Q92349	rpb9	mug79	26771498:0018:HT:binary	4896	True
O74635	Q9P6R7	rpb9	SPBC13E7.03c	26771498:0018:HT:binary	4896	True
O74648	O74648	iah1	iah1	26771498:0018:HT:binary	4896	True
O74648	P49373	iah1	tfs1	26771498:0018:HT:binary	4896	True
O74718	O74718	sup35	sup35	26771498:0018:HT:binary	4896	True
O74738	O75001	set10	mcm7	26771498:0018:HT:binary	4896	True
O74738	O94687	set10	tas3	26771498:0018:HT:binary	4896	True
O74738	Q92349	set10	mug79	26771498:0018:HT:binary	4896	True
O74747	O74747	rhp18	rhp18	23695164:0018:HT:binary|23695164:0397:HT:binary|26771498:0018:HT:binary	4896	True
O74747	P23566	rhp18	rhp6	26771498:0018:HT:binary	4896	True
O74750	Q10109	yea4	lem2	33109728:0090:HT:binary	4896	True
O74751	Q09763	SPBC1734.10c	gef1	26771498:0018:HT:binary	4896	True
O74761	O74761	spp2	spp2	26771498:0018:HT:binary	4896	True
O74762	Q9Y7Y6	rpn2	rpn1301	26771498:0018:HT:binary	4896	True
O74763	Q9P6P3	SPBC17D11.08	ppk15	26771498:0018:HT:binary	4896	True
O74767	Q96WV5	sec28	SPBPJ4664.04	26771498:0018:HT:binary	4896	True
O74778	Q10149	btb2	SPAC1D4.02c	26771498:0018:HT:binary	4896	True
O74790	O74821	grx4	dre2	26771498:0018:HT:binary	4896	True
O74790	Q10134	grx4	fep1	21421748:0004:LC:co-complex|21421748:0018:LC:binary|21531205:0004:LC:co-complex|21531205:0055:LC:binary|24897379:0004:LC:co-complex|25806539:0004:LC:co-complex|26771498:0018:HT:binary	4896	True
O74790	Q10425	grx4	SPAC25G10.08	26771498:0018:HT:binary	4896	True
O74790	Q12238	grx4	uvi31	26771498:0018:HT:binary|26771498:0090:HT:binary	4896	True
O74790	Q1MTN8	grx4	SPBC16D10.01c	26771498:0018:HT:binary	4896	True
O74790	Q9UTR1	grx4	mms19	26771498:0018:HT:binary	4896	True
O74792	O74792	snf59	snf59	18622392:0004:LC:co-complex|26771498:0018:HT:binary	4896	True
O74802	O74846	snr1	sec6	26771498:0018:HT:binary	4896	True
O74802	P36601	snr1	rhp51	23695164:0018:HT:binary|23695164:0397:HT:binary|26771498:0018:HT:binary	4896	True
O74802	Q09892	snr1	sty1	23695164:0004:LC:co-complex|23695164:0007:HT:binary|23695164:0018:HT:binary|23695164:0397:HT:binary|26771498:0018:HT:binary	4896	True
O74802	Q10314	snr1	SPAC17G8.02	26771498:0018:HT:binary	4896	True
O74802	Q9Y7M1	snr1	SPBC725.04	23695164:0018:HT:binary|23695164:0397:HT:binary|26771498:0018:HT:binary	4896	True
O74803	Q10445	rhp23	rhp41	26771498:0018:HT:binary	4896	True
O74824	Q9P7I3	gtr1	mdv1	23695164:0397:HT:binary|26771498:0018:HT:binary	4896	True
O74825	O94687	rpb4	tas3	26771498:0018:HT:binary	4896	True
O74825	Q9P7I3	rpb4	mdv1	26771498:0018:HT:binary	4896	True
O74835	Q9UTR8	rrp5	red1	24210919:0004:LC:co-complex|24210919:0007:LC:binary|24713849:0004:HT:co-complex	4896	True
O74836	O74836	rpl101	rpl101	26771498:0018:HT:binary	4896	True
O74837	Q10109	pmp31	lem2	33109728:0090:HT:binary	4896	True
O74842	Q10172	fft2	pan1	26771498:0018:HT:binary	4896	True
O74845	O74845	hif2	hif2	26771498:0018:HT:binary	4896	True
O74845	Q10369	hif2	SPAC22E12.19	22347452:0004:LC:co-complex|26771498:0018:HT:binary	4896	True
O74846	O74939	sec6	SPCC553.01c	26771498:0018:HT:binary	4896	True
O74846	O94236	sec6	moe1	26771498:0018:HT:binary	4896	True
O74846	O94332	sec6	rrn11	26771498:0018:HT:binary	4896	True
O74846	O94494	sec6	sim4	26771498:0018:HT:binary	4896	True
O74846	P01129	sec6	cdc10	26771498:0018:HT:binary	4896	True
O74846	P27574	sec6	pyp1	26771498:0018:HT:binary	4896	True
O74846	P47979	sec6	zfs1	26771498:0018:HT:binary	4896	True
O74846	P49373	sec6	tfs1	26771498:0018:HT:binary	4896	True
O74846	P87127	sec6	atp11	26771498:0018:HT:binary	4896	True
O74846	Q09763	sec6	gef1	26771498:0018:HT:binary	4896	True
O74846	Q09870	sec6	SPAC12G12.06c	26771498:0018:HT:binary	4896	True
O74846	Q10106	sec6	utp11	26771498:0018:HT:binary	4896	True
O74846	Q10440	sec6	emi5	26771498:0018:HT:binary	4896	True
O74846	Q92349	sec6	mug79	26771498:0018:HT:binary	4896	True
O74846	Q9P6R8	sec6	cwf24	26771498:0018:HT:binary	4896	True
O74846	Q9USP9	sec6	SPBC902.04	26771498:0018:HT:binary	4896	True
O74846	Q9USQ8	sec6	SPBC577.11	26771498:0018:HT:binary	4896	True
O74846	Q9USZ5	sec6	trs20	26771498:0018:HT:binary	4896	True
O74846	Q9UT04	sec6	SPAP8A3.13c	26771498:0018:HT:binary	4896	True
O74846	Q9UT50	sec6	SPAC821.03c	26771498:0018:HT:binary	4896	True
O74846	Q9UTC6	sec6	isu1	26771498:0018:HT:binary	4896	True
O74846	Q9UTG8	sec6	dad2	26771498:0018:HT:binary	4896	True
O74846	Q9Y7J9	sec6	mcp5	26771498:0018:HT:binary	4896	True
O74856	P87112	caf1	not1	26771498:0018:HT:binary	4896	True
O74857	O74883	rpc53	rpc37	23695164:0018:HT:binary|23695164:0397:HT:binary|26771498:0018:HT:binary|26771498:0090:HT:binary	4896	True
O74864	P17477	rpp0	rpp102	26771498:0018:HT:binary	4896	True
O74866	O74866	fmn1	fmn1	12595258:0114:LC:binary	4896	True
O74873	Q9UUI5	sec231	sec24	26771498:0018:HT:binary	4896	True
O74876	O74876	mug135	mug135	26771498:0018:HT:binary|26771498:0090:HT:binary	4896	True
O74876	P28829	mug135	byr2	26771498:0018:HT:binary	4896	True
O74876	P87027	mug135	spg1	26771498:0018:HT:binary	4896	True
O74876	Q10319	mug135	yaf9	26771498:0018:HT:binary	4896	True
O74876	Q9USS4	mug135	SPBC557.02c	26771498:0018:HT:binary	4896	True
O74876	Q9Y7N0	mug135	bdf1	26771498:0018:HT:binary	4896	True
O74881	P47943	btb1	tif1	26771498:0018:HT:binary	4896	True
O74886	O74886	SPCC576.02	SPCC576.02	26771498:0018:HT:binary	4896	True
O74886	P49373	SPCC576.02	tfs1	26771498:0018:HT:binary	4896	True
O74886	Q09921	SPCC576.02	SPAC1F7.10	26771498:0018:HT:binary	4896	True
O74886	Q92368	SPCC576.02	rcd1	26771498:0018:HT:binary	4896	True
O74895	P78920	rpl15	SPBC2D10.11c	26771498:0018:HT:binary	4896	True
O74909	O74909	meu23	meu23	26771498:0018:HT:binary	4896	True
O74909	O74994	meu23	rng3	26771498:0018:HT:binary	4896	True
O74909	O94441	meu23	ypp1	26771498:0018:HT:binary	4896	True
O74909	P46595	meu23	ubc4	26771498:0018:HT:binary	4896	True
O74909	P49373	meu23	tfs1	26771498:0018:HT:binary|26771498:0090:HT:binary	4896	True
O74909	P87027	meu23	spg1	26771498:0018:HT:binary	4896	True
O74909	Q09870	meu23	SPAC12G12.06c	26771498:0018:HT:binary	4896	True
O74909	Q10160	meu23	rmi1	26771498:0018:HT:binary	4896	True
O74909	Q10451	meu23	ppr5	26771498:0018:HT:binary	4896	True
O74909	Q92349	meu23	mug79	26771498:0018:HT:binary	4896	True
O74909	Q9US12	meu23	SPAC607.06c	26771498:0018:HT:binary	4896	True
O74909	Q9UT76	meu23	tif222	26771498:0018:HT:binary	4896	True
O74910	Q10426	raf1	rik1	16024659:0004:LC:co-complex|16024659:0676:LC:co-complex|16040243:0018:LC:binary|17114925:0004:LC:co-complex|20211136:0004:LC:co-complex|20211136:0007:LC:binary|22319459:0004:LC:co-complex|22319459:0018:LC:binary|24449894:0096:LC:binary|26771498:0018:HT:binary	4896	True
O74910	Q9UTR8	raf1	red1	22144463:0004:LC:co-complex|22144463:0007:LC:binary|24713849:0004:HT:co-complex	4896	True
O74918	P14068	rrp45	xpo1	26771498:0018:HT:binary	4896	True
O74919	O74919	rnc1	rnc1	23695164:0018:HT:binary|23695164:0397:HT:binary|26771498:0018:HT:binary	4896	True
O74919	P49373	rnc1	tfs1	26771498:0018:HT:binary	4896	True
O74927	Q10258	met11	met9	26771498:0018:HT:binary	4896	True
O74939	O94281	SPCC553.01c	ckb2	26771498:0018:HT:binary	4896	True
O74939	O94711	SPCC553.01c	gyp2	26771498:0018:HT:binary	4896	True
O74939	P36601	SPCC553.01c	rhp51	26771498:0018:HT:binary	4896	True
O74940	O74940	SPCC553.02	SPCC553.02	26771498:0018:HT:binary	4896	True
O74944	O74944	mug40	mug40	26771498:0018:HT:binary	4896	True
O74958	Q9P7Q4	mmi1	sec18	26771498:0018:HT:binary	4896	True
O74958	Q9USP9	mmi1	SPBC902.04	24210919:0004:LC:co-complex|24210919:0007:LC:binary|24713849:0004:HT:co-complex|28841135:0004:LC:co-complex	4896	True
O74958	Q9UTR8	mmi1	red1	21317872:0004:LC:co-complex|21317872:0007:LC:binary|23980030:0004:LC:co-complex|24210919:0004:LC:co-complex|24210919:0007:LC:binary|24713849:0004:HT:co-complex|25989903:0004:LC:co-complex|28841135:0004:LC:co-complex|29424342:0004:LC:co-complex	4896	True
O74960	O74960	pil1	pil1	21900489:0096:LC:binary|26771498:0018:HT:binary|26771498:0090:HT:binary	4896	True
O74960	P08092	pil1	ran1	26771498:0018:HT:binary	4896	True
O74960	P49373	pil1	tfs1	26771498:0018:HT:binary	4896	True
O74960	P87127	pil1	atp11	26771498:0018:HT:binary	4896	True
O74960	Q10149	pil1	SPAC1D4.02c	26771498:0018:HT:binary	4896	True
O74960	Q92349	pil1	mug79	26771498:0018:HT:binary	4896	True
O74960	Q9HFE5	pil1	apm1	26771498:0018:HT:binary	4896	True
O74960	Q9P3U2	pil1	SPAC328.04	26771498:0018:HT:binary|26771498:0090:HT:binary	4896	True
O74960	Q9P775	pil1	SPBC1711.16	26771498:0018:HT:binary	4896	True
O74960	Q9UTB4	pil1	mss51	26771498:0018:HT:binary	4896	True
O74965	P78962	SPBC4B4.04	atf21	26771498:0018:HT:binary	4896	True
O74967	Q10109	vps25	lem2	33109728:0090:HT:binary	4896	True
O74970	Q09848	prp39	usp108	26771498:0018:HT:binary	4896	True
O74983	P36607	spm2	rad8	26771498:0018:HT:binary	4896	True
O74983	Q9HGN5	spm2	SPBC36B7.05c	26771498:0018:HT:binary	4896	True
